,Pearson,MAE,RMSE
0,0.95213395,0.7684795260429382,0.9692002449931938
4,0.96270984,0.784305989742279,1.0636336505702644
6,0.95299923,0.8383214473724365,1.1006751849351075
1,0.95301026,0.7650994062423706,1.1135775523147124
7,0.9444812,0.8565162420272827,1.1486630899388763
