,AUC,accuracy,precision,recall,f1
0,0.9467236467236466,0.9662162162162162,0.75,0.9230769230769232,0.8275862068965517
3,0.9578347578347578,0.9864864864864864,0.9230769230769232,0.9230769230769232,0.9230769230769232
8,0.9615384615384616,0.9932432432432432,1.0,0.9230769230769232,0.96
6,0.9888059701492538,0.9797297297297296,0.8235294117647058,1.0,0.9032258064516128
1,0.9928571428571428,0.9864864864864864,0.8,1.0,0.8888888888888888
