,AUC,accuracy,precision,recall,f1
1,0.7475744975744976,0.743421052631579,0.8679245283018868,0.5897435897435898,0.7022900763358778
5,0.7531512605042017,0.756578947368421,0.7313432835820896,0.7205882352941176,0.725925925925926
0,0.7625,0.7631578947368421,0.75,0.75,0.75
8,0.7696874454339095,0.7631578947368421,0.6987951807228916,0.8405797101449275,0.7631578947368421
7,0.7820557491289198,0.7828947368421053,0.7605633802816901,0.7714285714285715,0.7659574468085106
