,Pearson,MAE,RMSE
3,0.9139912,0.6409457325935364,0.8126586245703995
9,0.8925028,0.6918932795524597,0.8416186717169547
2,0.87018436,0.7342553734779358,0.917716101109469
1,0.86725545,0.7524336576461792,0.9648574333919484
4,0.91510695,0.824091374874115,0.9874744665490516
