,AUC,accuracy,precision,recall,f1
0,0.6689404677533665,0.6754966887417219,0.6931818181818182,0.7349397590361446,0.7134502923976608
9,0.6824752475247524,0.6225165562913907,0.4623655913978494,0.86,0.6013986013986014
1,0.703428773418169,0.695364238410596,0.632183908045977,0.7971014492753623,0.7051282051282052
6,0.7287668798862829,0.7284768211920529,0.7721518987341772,0.7261904761904762,0.7484662576687117
8,0.7465686274509804,0.7152317880794702,0.8904109589041096,0.65,0.7514450867052023
