,Pearson,MAE,RMSE
7,0.7380146,0.6327593922615051,0.8053109799815922
0,0.72809863,0.6234632134437561,0.8132138784098693
9,0.72759455,0.6351297497749329,0.8225840045038787
8,0.75383115,0.6150718331336975,0.8267448728879403
6,0.7388515,0.6199072599411011,0.8347480725668573
