,AUC,accuracy,precision,recall,f1
8,0.5971704514057289,0.028169014084507,0.5950236734766231,0.7250895291805407,0.6393333992602501
5,0.6028602325969113,0.028169014084507,0.5962525115951102,0.6548062686463074,0.6177371181088575
2,0.615681387052103,0.0140845070422535,0.6243497360393188,0.7187025261802561,0.6423922376779736
0,0.6201361428432709,0.0,0.6155915593900048,0.6597987487704373,0.60246354250841
7,0.6242099881504034,0.0,0.5864113555390812,0.6132871687587055,0.5815423073878955
