,AUC,accuracy,precision,recall,f1
4,0.9649621212121212,0.9864864864864864,0.9375,0.9375,0.9375
1,0.9708029197080292,0.945945945945946,0.5789473684210527,1.0,0.7333333333333333
3,0.9962686567164178,0.9932432432432432,0.9333333333333332,1.0,0.9655172413793104
2,0.9963503649635036,0.9932432432432432,0.9166666666666666,1.0,0.9565217391304348
8,1.0,1.0,1.0,1.0,1.0
