,Pearson,MAE,RMSE
5,0.70212513,1.6615105867385864,2.3368760076756843
8,0.69936764,1.656943678855896,2.3513146963755407
9,0.699728,1.68876051902771,2.369540213075232
4,0.70361984,1.7097960710525513,2.387223460374408
1,0.7145852,1.7542152404785156,2.4283049841984345
