,Pearson,MAE,RMSE
6,0.73425424,0.6066697835922241,0.7636460399891918
0,0.7624362,0.604891836643219,0.7894846853736199
8,0.72727966,0.6018946170806885,0.7934397909785667
4,0.7216993,0.6237331032752991,0.8069118385563143
2,0.7544043,0.6787089705467224,0.872668805283922
